ceref,name_en,website_url,name_disambiguation_status,operational_status,asset_classes,style,sub_strategy,illiquid_book_likelihood,cayman_fund_signals,us_lp_signals,geographic_focus,sector_focus,family_office_type,parent_org,parent_relationship,aum_raw_string,aum_currency,aum_usd_m,linkedin_url,ir_email,emails_on_site,generic_emails_on_site,also_holds_type_1,also_holds_type_4,all_sfc_ra_types,evidence_strength,rationale,classification_source,serpapi_kg_summary,source_markdown_path,classified_at_utc,classifier_version,email_extraction_cleared,website_accuracy,deep_scrape_attempted_utc,deep_scrape_status,hunter_email,hunter_score,hunter_status,hunter_attempted_utc
BDD860,Forwin Capital Management Limited,https://www.forwin-holding.com,medium_confidence,active,multi,unknown,,medium,,,greater_china,generalist,not_applicable,Forwin Holding Limited,subsidiary,,,,,ro-cm@forwin-holding.com,ro-cm@forwin-holding.com,,false,true,"4,9",inferred_from_name_or_parent,"The site mentions Forwin Capital provides fund management, discretionary accounts, and investment advisory services to family offices and HNW clients; the parent group Forwin Holding also has a licensed money lending arm, suggesting ties to private credit/real assets, but no explicit AUM or asset class breakdown is given.",website,,data\firm_pages\BDD860.md,2026-05-28T08:02:05Z,v2-2026-05-27,,probable,,,,,,
BDE251,Dignari Capital Partners (HK) Limited,https://www.dignaricapital.com,high_confidence,active,"private_credit,special_situations,distressed_debt",buy_and_hold,credit and special situations across Asia Pacific,high,,,asia_pacific,generalist,not_applicable,,n_a,,,,,info@dignaricapital.com,,info@dignaricapital.com,true,true,"1,4,9",one_clear_statement,"The website explicitly states the firm is an investment management firm specializing in credit and special situations investments, indicating a focus on private, illiquid credit. No parent group mentioned, so standalone entity.",website,,data\firm_pages\BDE251.md,2026-05-28T07:32:26Z,v2-2026-05-27,,verified,,,,,,
BDE464,Light & Salt Capital Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T12:46:53Z,v2-2026-05-27,,not_found,,,,,,
BDF416,Opus Capital Management Limited,https://www.opusgroup.com.hk,high_confidence,active,"private_equity,private_credit,public_equity,public_credit,multi",mixed,,high,,,greater_china,generalist,not_applicable,Opus Financial Group,subsidiary,,,,,,,,false,false,9,inferred_from_name_or_parent,"Opus Capital Management is a subsidiary of Opus Financial Group, which lists private equity, mezzanine financing, special situations loans, and pre-IPO equity as core businesses, indicating a high likelihood of illiquid private investments; no AUM or contact details were found on the sparse website.",website,,data\firm_pages\BDF416.md,2026-05-28T13:29:25Z,v2-2026-05-27,,probable,,,,,,
BDH253,Max Giant Limited,https://www.maxgiantcapital.com,medium_confidence,placeholder_site,unknown,unknown,,unknown,,,,generalist,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The site is essentially a placeholder with only a banner image and a quote about China opportunities; no substantive information about asset management, strategies, or operations is provided.",none,,data\firm_pages\BDH253.md,2026-05-28T13:05:06Z,v2-2026-05-27,,unverified,,,,,,
BDH468,eFusion Capital Limited,https://www.efusioncap.com,high_confidence,active,public_equity,long_short,global technology long/short equity,low,,,global with US and HK tilt,technology,not_applicable,,n_a,,,,,,,,false,true,"4,9",one_clear_statement,"Site describes eFusion Capital as a Hong Kong licensed technology-focused asset manager with public equity managed accounts and primary market deals, but no mention of illiquid private positions such as private equity or private credit; illiquid_book_likelihood set to low as it appears to be a public-only shop.",website,,data\firm_pages\BDH468.md,2026-05-28T07:47:31Z,v2-2026-05-27,,verified,,,,,,
BDH770,Pleiad Investment Advisors Limited,https://www.pleiadadvisors.com,high_confidence,active,public_equity,directional_long,"absolute-return oriented, fundamental equity long",low,,,asia_pacific,generalist,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",one_clear_statement,"The 'About Us' page explicitly states 'manages an absolute-return oriented, fundamental equity investment strategy with a geographic focus on the Asia Pacific region', indicating a long-only public equity fund with no mention of illiquid assets, parent group, or AUM.",website,,data\firm_pages\BDH770.md,2026-05-28T13:40:19Z,v2-2026-05-27,,verified,,,,,,
BDI531,King Tower Asset Management Company Limited,https://www.kingtoweram.com.hk,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T12:36:40Z,v2-2026-05-27,,not_found,,,,,,
BDJ254,Forebright Capital Management Limited,https://www.forebrightcapital.com,medium_confidence,active,private_equity,buy_and_hold,,high,,,greater_china,"advanced_manufacturing,enterprise_services,healthcare",not_applicable,,n_a,,,,,ir@forebrightcapital.com,,"info@forebrightcapital.com,ir@forebrightcapital.com",false,true,"4,9",multiple_pages_corroborate,"Firm describes itself as a prominent private equity investor with a clear focus on direct investments in portfolio companies across advanced manufacturing, enterprise services, and healthcare, and provides extensive details on investment philosophy and ESG policy, indicating an active, illiquid private market strategy.",consensus_website_plus,,data\firm_pages\BDJ254.md,2026-05-28T08:02:21Z,v2-2026-05-27,,probable,,,,,,
BDL292,Ocean Arete Limited,https://aretefunds.com,high_confidence,active,"public_equity,public_credit,macro",macro,macroeconomic fundamentals,low,,true,greater_china,generalist,not_applicable,,n_a,Firm level assets under management exceeded USD 1 billion. 2020 Firm level asset under management crossed the USD 2 billion mark.,USD,2000,,ir@aretefunds.com,,ir@aretefunds.com,false,false,9,multiple_pages_corroborate,"The firm explicitly states it employs liquid strategies focused on macroeconomic fundamentals, with AUM over USD 2 billion. No mention of illiquid private investments, so illiquid_book_likelihood is low.",website,,data\firm_pages\BDL292.md,2026-05-28T13:29:29Z,v2-2026-05-27,,verified,,,,,,
BDL403,Excel Investment (HK) Limited,https://www.excel-investment.com,high_confidence,active,public_equity,long_short,Asian equity long/short,low,,,asia,generalist,not_applicable,,n_a,,,,,ir@excel-investment.com,,ir@excel-investment.com,false,false,9,one_clear_statement,"The firm's website explicitly states it operates an Asian equity long/short strategy, no mention of illiquid private assets, suggesting a pure public equities focus.",website,,data\firm_pages\BDL403.md,2026-05-28T07:47:27Z,v2-2026-05-27,,verified,,,,,,
BDL438,Trilogy Partners Limited,https://www.trilogy.com/,high_confidence,active,private_equity,buy_and_hold,SaaS buyout and turnaround,high,,,global,tech,not_applicable,,n_a,,,,,,,,false,false,9,one_clear_statement,"Website explicitly states 'We buy good software businesses and scale them into great ones' and describes a portfolio of hundreds of businesses, indicating a permanent capital buy-and-hold private equity model with illiquid holdings.",website,,data\firm_pages\BDL438.md,2026-05-28T14:34:16Z,v2-2026-05-27,,verified,2026-05-29T01:21:34+00:00,,,,,
BDM672,Morgan Stanley Bank Asia Limited,,no_match,active,"private_equity,private_credit,real_assets,public_equity,public_credit,multi",mixed,,medium,,,asia,generalist,not_applicable,Morgan Stanley,subsidiary,,,,,,,,false,false,,inferred_from_name_or_parent,"Morgan Stanley Bank is the Hong Kong-licensed banking arm of Morgan Stanley, a globally diversified financial services firm with substantial illiquid private investment operations including private equity, credit, and real assets, alongside liquid public markets activities.",llm_on_name,,,2026-05-28T13:05:42Z,v2-2026-05-27,,not_found,,,,,,
BDM809,ROC Partners (HK) Limited,https://rocp.com,medium_confidence,active,"private_equity,private_credit,real_assets,secondaries,fund_of_funds",buy_and_hold,"private markets across PE, credit, real assets, secondaries, co-investments",high,,,australia_new_zealand,"generalist,food_and_agriculture",not_applicable,,n_a,Approx $9b AUM*,USD,9000,,,,,true,true,"1,4",multiple_pages_corroborate,"Website clearly states 'Approx $9b AUM', private markets focus including private equity, private credit, real assets, secondaries, co-investments, and fund investments; firm is independent (management buyout from Macquarie), so no parent group; illiquid book likelihood is high as the firm exclusively invests in private assets.",consensus_website_plus,,data\firm_pages\BDM809.md,2026-05-28T14:02:23Z,v2-2026-05-27,,probable,,,,,,
BDO590,Yinhua International Capital Management Limited,https://www.yhfund.com.cn,ambiguous,no_site_found,unknown,unknown,,unknown,,,,none,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,"The provided source text is empty and unrelated to the firm, so operational status set to no_site_found and all fields null or unknown.",none,,data\firm_pages\BDO590.md,2026-05-28T14:50:41Z,v2-2026-05-27,,not_found,,,,,,
BDP054,QL Asset Management Company Limited,https://www.qlamco.com,ambiguous,no_site_found,unknown,unknown,,unknown,,,,none,not_applicable,,n_a,,,,,,,,true,true,"1,4,9",no_evidence,"The source text is only 'Apache is functioning normally', indicating the website server is running but no content was returned; no firm information was available.",none,,data\firm_pages\BDP054.md,2026-05-28T13:56:38Z,v2-2026-05-27,,not_found,,,,,,
BDQ377,Fighton Capital Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T08:04:06Z,v2-2026-05-27,,not_found,,,,,,
BDR227,Prior Asset Management Limited,,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,,none,,,2026-05-28T13:42:07Z,v2-2026-05-27,,not_found,,,,,,
BDR381,Realord Asia Pacific Asset Management Limited,http://www.realord.com.hk/,medium_confidence,active,"public_equity,unknown",unknown,,low,,,greater_china,generalist,not_applicable,Realord Group Holdings Limited,subsidiary,,,,,,,,false,true,"4,9",no_evidence,"The website is a corporate site for the parent group (Realord Group Holdings), a Hong Kong-listed conglomerate with businesses including financial services, property, auto parts, and environmental protection, but no specific details about the asset management subsidiary's investment strategies or AUM could be found.",website,"KG title: Realord Group Holdings Ltd
KG type: HKG: 1196
KG headquarters: Hong Kong
KG parent_organization: Manureen Holdings Limited
KG subsidiaries: Sincere Co. Ltd.
KG number_of_employees: 179 (2025)
KG founded: 1997",data\firm_pages\BDR381.md,2026-05-28T14:02:44Z,v2-2026-05-27,,probable,,,,,,
BDR766,Niatross Investments Limited,https://www.niatrossinvestments.com,high_confidence,active,public_equity,directional_long,"concentrated value, contrarian pan-Asia equity",low,,,asia,generalist,not_applicable,,n_a,,,,,info@niatrossinvestments.com,,info@niatrossinvestments.com,false,false,9,one_clear_statement,"The website explicitly describes a long-only, concentrated Pan-Asia equity fund with a value and contrarian bias, investing only in listed equities, so no illiquid private investments.",website,,data\firm_pages\BDR766.md,2026-05-28T13:18:01Z,v2-2026-05-27,,verified,,,,,,
BDR769,Goldhorse Capital Management (HK) Limited,https://www.goldhorse.com.hk,medium_confidence,placeholder_site,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,true,true,"1,4",no_evidence,"The site presents only a disclaimer and cookie notice; no substantive business description, AUM, investment strategy, or asset class data is accessible. Operational status set to placeholder_site.",none,,data\firm_pages\BDR769.md,2026-05-28T15:39:47Z,v2-2026-05-27,,unverified,,,,,,
BDT055,TX Capital (HK) Limited,http://www.careers.hku.hk/,ambiguous,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,No source text provided; unable to find or access any website for TX Capital (HK) Limited.,none,,data\firm_pages\BDT055.md,2026-05-28T14:34:39Z,v2-2026-05-27,,not_found,,,,,,
BDU208,Chomolungma Asset Management Limited,https://www.chomolungma.com.hk,medium_confidence,active,public_equity,long_short,Asia Pacific long-short absolute return,low,,,asia,generalist,not_applicable,,n_a,,,,,company@chomolungma.com.hk,company@chomolungma.com.hk,,false,true,"4,9",one_clear_statement,"Website describes a long-short absolute return fund focused on Asia Pacific public equities, with no mention of illiquid private assets.",website,,data\firm_pages\BDU208.md,2026-05-28T07:08:43Z,v2-2026-05-27,,probable,,,,,,
BDV713,"Boyu Capital Investment Management Co., Limited",,no_match,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,false,9,no_evidence,,none,,,2026-05-28T06:42:08Z,v2-2026-05-27,,not_found,,,,,,
BDV743,P.B. Global Asset Management Limited,https://global.morningstar.com/,medium_confidence,no_site_found,unknown,unknown,,unknown,,,,,not_applicable,,n_a,,,,,,,,false,true,"4,9",no_evidence,The source text is the Morningstar global homepage and contains no information about P.B. Global Asset Management Limited.,none,,data\firm_pages\BDV743.md,2026-05-28T13:40:36Z,v2-2026-05-27,,not_found,,,,,,
BDW170,Anchor Equity Partners (Asia) Limited,https://www.anchorpe.com,high_confidence,active,private_equity,buy_and_hold,control and co-control consolidation in Korea and North Asia,high,,,korea,generalist,not_applicable,,n_a,,,,,,,,false,true,"4,9",multiple_pages_corroborate,"The firm's website clearly states 'Anchor Equity Partners is a private equity firm focused on investment opportunities in Korea and North Asia' and describes a control/co-control strategy with private equity investment lifecycle, indicating a high illiquid book likelihood and a buy-and-hold style.",website,,data\firm_pages\BDW170.md,2026-05-28T06:03:44Z,v2-2026-05-27,,verified,2026-05-29T01:21:34+00:00,,,,,
BDW665,Sprout Asset Management (Asia) Limited,https://sprout-asset.com/,medium_confidence,active,"public_equity,public_credit,unknown",directional_long,ESG / sustainable / impact investing,low,,,hong_kong,generalist,not_applicable,,n_a,,,,,,,,true,true,"1,4,6,9",one_clear_statement,"Website describes 'Sprout Asset Management (Asia) Limited' as a standalone Hong Kong licensed firm focused on sustainable/ESG investing; no mention of private equity, private credit, or illiquid alternatives, and no parent group indicated; therefore illiquid_book_likelihood is low.",website,,data\firm_pages\BDW665.md,2026-05-28T14:21:10Z,v2-2026-05-27,,probable,,,,,,
